query	answer
江家有三个女儿，大女儿、二女儿、三女儿。谁的身材最辣？	大女儿因为姜还是老的辣
电脑与人脑有什么不同？	电脑可以搬家，而人脑不行
为什么只看过“小说”，没看过“大说”？	因为大说已逝世
虽然只是薄薄的一片，女人少了它一天也活不下去的是东西？？	镜子。
比吃一坨屎更恶心的事是什么？	吃两坨
什么桶永远装不满？	马桶
你知道什么掌不能拍吗?	仙人掌
请问离婚的根本原因是什么？	结婚
为什么小鸟从北京飞到上海只花了1小时，但却在回来的时候花了2小时？！	因为回来的时候突然下雨了！所以要用一手遮雨一手飞。
哪一天大家都想脱光？	光棍节（脱离光棍身份）。
在哪里保准能找到幸福？	字典里
马要如何过河？	走日字步
一座大楼发生火灾，老陈逃到了楼顶后，无路可走，便逃到了隔壁的楼顶上，两楼只隔10公分，老陈却摔死了，为什么？	两座楼一个30层，一个3层
为什么老李喜欢和自己的老婆和孩子一起打麻将？	只有这样才能回收一部分薪水
变色龙最怕过的地方是？	斑马线，过斑马线的时候会累死的…
欧美人就餐头一道菜是汤，你知道汤里经常会有什么吗？	盐
小王买了一兜水果，回到家了却两手空空，他保证没有偷吃，也没有弄丢，那是什么原因呢？	送人了
有什麽办法在最短的时间内打开魔方？	用捶子
超市里面最值钱的东西是什么？	收银机|收音机|收银台|声音台
现代人为什么越来越喜欢挖耳朵？	爱讲脏话的人越来越多了
什么事睁一只眼闭一只眼比较好？	射击
哪种人是“包打听”？	狗仔队
波波男不小心吞下了1元，波爸把他倒过来拍，却吐出10元，这时波爸该怎么办呢？	继续喂他一元
民航局开张，（打一成语）？	有机可乘
宫商角羽（打一个成语）	五音不全
有一棵树，在距树7米的地方有一堆草，一头牛用一根3米的绳子拴着，最后这头牛把这堆草全吃光了，这是为什么（注意这头牛体长不足2米）呢？	牛没拴在树上
南瓜都能吃，什么瓜不能吃？	傻瓜
石头，西红柿。打倒头上，那个疼？	头疼
妈妈叫大雄赶快起床上学校，因为就快迟到了！但是前天被殴，昨天被打的大雄，说什么也不肯去，只表示已经“没法子了1这是为什么？	因为大雄是学校的老师
神偷“妙手空空”把一些有钱人家的金银珠宝偷得一干二净，为什么唯独一家既无防盗设备，也无保全人员的财主没受到光顾？	他自己的家
地上的积水因太阳照射蒸发，会愈来愈少；什么地方的水太阳愈强烈照射，水反而愈来愈多？	A。身上的汗水。B。雪地
能否用树叶遮住天空？	只要用树叶盖住眼睛
走夜路犯了烟瘾，有烟无火时该怎么办？	看看有没有鬼火可以点
什么时候我们会甘心熄灭自己的生命之火？	切蛋糕的时候
什么人时刻生活在刀刃上	滑冰运动员
有一天我去意大利参观着名的比萨斜塔时，却看到此塔一点也不倾斜，笔直而立。当时真怀疑自己是否眼花了，四周看不到修复的痕迹，也不是看到赝品。那么？究竟该如何说明这个事实呢？	站在与倾斜方向相对的地方看
现今最流行的电子鸡带来什么风潮？	让商人大发利市
如果明天就是世界末日，为什么今天就有人想自杀？	去天堂占位子
一个男人站在倾盆大雨中，没有任何遮挡的工具，但他的头发一点都没湿，这是为什么？	他没有头发
为什么男人总骂女人是祸水最后还是娶女人？	没听说过因祸得福么
为什么有人说：世界上分配得最公平的东西是“良心”？	你说过有人说自己没有良心了吗
闭上眼睛过后，就会发生什么事？	看不见了
家有家规，国有国法，那动物园里有什么规？	乌龟
什么纸买不起？	圣旨（纸）
一向最爱吃蛋糕的大宝，今天为什么连面前那1/4小块蛋糕都吃不下呢？	因为他刚刚吃完那3/4
什么事天不知地知，你不知我知？	鞋底破了
小红帽从大灰狼面前走过，大灰狼为何没有发现她？	小红帽今天没有戴帽子
猴子会说话，为什么？	是他的外号码。
狐狸为什么容易摔跤呢？	因为狐狸狡，脚猾。
小王开医院，生意一直不是很如意，一天他的医院突然车水马龙排了一大堆人，为什么？	因为他在医院门口贴了今日住院3折
丁丁拿着块石头向玻璃砸去，玻璃却没碎。为什么？	没砸到
在早餐时从来不吃的是什么？	午餐和晚餐
一位游泳运动员横渡了英吉利海峡。当他登陆时，大家都为他喝彩。但一个犹太人却批评他：“``````”她说什么？	你还不知道这里有航船吗
什么情况下，每个人都会主动地发挥赴汤蹈火的精神？	吃火锅的时候
什么时候会看到最多的星星？	踩到地雷的时候！
街上那么多的人是从哪来的？	各自的家中
有一个国家男人都是开车的，女人都是长不大的。请问这是哪个国家？	俄国，男的都是XXX斯基，女的都是XXX娃
如何防止被狗咬？	不要跑在狗的前面
一天夜里狂起了狂风，这时一个桌子上总共有12支点燃的蜡烛，先被风吹灭了3根，不久又一阵风吹灭了2根，最后桌子上还剩几根蜡烛？	5根，其它的烧完了
三颗心值多少钱？	两亿
台风天气要带多少钱才能出门？	四千万
什么鱼最白痴？	鲨（傻）鱼
除了仙人掌之外，什么树长期在太阳下不浇水也不会枯死？	画上的树
小明的爷爷一边刷牙一边唱歌，请问为什么？	假牙
遗照与玉照有什么不同？	遗照是最后一张玉照。
丹丹是小狗的名字还是小老虎的名字？	小老虎（虎视眈眈）
无聊的时候，开车游车河时，叫做什么？	白花油
高比得了几次NBA总冠军？	三次
1001-103=1，如何移动一个数字，让等式成立？（不允许移动运算符号）	1001-10^3=1
为什么一个人一天吃9头牛？	吃的是蜗牛
有个人走独木桥，前面来了一只老虎，后面来了一只熊，这个人怎么过去？	晕过去
有一个鸡蛋无家可归，怎么样？	变成了野鸡蛋
烤肉的时侯最怕什么？	肉跟你装熟。
有一种牛皮最容易被戳穿，那是什么牛皮？	吹牛皮
有一只公鹿，它走着走着，越走越快，最后怎么样？	它变成了高速公路
怎样开车才不容易撞坏车头？	倒着开
苹果公司的员工们总是看见总经理对女秘书说话时低下了高傲的头，为什么？	因为总经理太高而女秘书又太矮
流氓对着地面怒吼一阵。	流氓兔
五月五日是我国人民传统节日：端午节，是伟大诗人屈原投江的日子，那么你知道五月十二日是什么日子吗？	屈原烧“头七”的日子
减肥时最容易瘦的是哪里？	钱包
一堆西瓜，一半的一半比一半的一半少半个，请问这堆西瓜有多少个？	两个
油漆工的徒弟叫什么？	好色之徒
读一年级的东东没有学过外文，为什么也会写外国字？	东东写的是阿拉伯数字
萝卜喝醉了，会变成什么？	红萝卜
什么人天天过生日？	马化腾
埋在地下一千年的酒，出来以后叫什么？	酒精
请问唐朝时有谁戴眼镜？	李白（床前明月光，咦！是地上霜）
什么科目我们应该不理？	物理（勿理）
什么人最喜欢添油加醋？	厨师
什么动物最爱贴在墙上？	海豹（报），海报都是贴墙上的。
什么海没有水？	人山人海|辞海
遗传学界最伟大的发现是什么？	麻雀变凤凰
一个女子最讨厌抽烟的人，有一天，她去一个朋友家，参观新房后，连声说：“抽烟好、抽烟好1请问这是为什么？	排油烟机。
一个孩子掉进水坑里所有的孩子都笑了，但为什么只有小王不笑？	掉进水坑的就是小王。
的士生意不好，打一韩国明星？	车太贤
王大头一直喊着：快点，我上课要迟到了。可是他为什么没行动？	做梦
小明有很厉害的胃病，可他每天总往牙科跑，这是为什么？	小明是牙科医生
什么歌手组合最唠叨？	南拳妈妈
人在什么情况下会变得目中无人？	眼睛瞎了的时候
两个穿着相同裙子的女子走在忠孝东路，忽然一阵风吹过，站在旁边的小马看了一眼马上就认出其中一个是大陆妹，另一个是台北姑娘，为什么？	大陆妹会先折紧裙子台北姑娘会先掩着头发保护发型
什么样的官不能发号施令，还得老向别人陪笑？	新朗官
在稻谷里偷吃没人管的小鸡是谁家的？	小鸡是鸡妈妈的啊。
《金陵春梦》中蒋介石少年时曾到军校上学，当时军校是谁办的？在哪儿？	袁世凯，在保定。
为什么一瓶标明剧毒的药对人却无害？	只要你不去喝它
把火熄灭最快的方法是什么？	火字加上一横
某人认为借书的人从不还书，所以从不借书给人，他这样认为的依据是什么？	他的藏书就是这样来的。
有一段100公尺长的铁轨上面每隔1公分放一条横木，请问共有几条横木？	0，因为钢轨上不放横木
八面透风（猜一俗语）	气不猜一处来
母亲节那天，你如果不想让母亲洗碗，又不想自己动手的话，你该怎么办？	跟她说：妈留着明天洗吧。
什么东西不在屋里又不在屋外？	墙
哪个牌子的电器最难看？	TCL（太丑了）
不冷装冷（打一教育用语）	寒假
折断或削短，该怎么办？	找一个长的与它比，就短了
在哪个地方做事谁都不会知道？	梦里绝对就只有你自己才会知道你做了什么
三名犯人聆听法官宣判，法官说左右两个无罪，究竟为什么？	关中
歹徒抢劫MTV店，朝店主开了一枪，店主情急之下抽出一卷影带挡，居然平安无事，为什么？	歹徒拿得是水枪
最具有经济价值的瓜类是哪一种？	南瓜可以变成灰姑娘的马车
100公斤的胖妹听说骑马可以减肥，便去试，你猜结果如何？	马瘦子十公斤
小时四只脚，中午两只脚，傍晚三只脚。	婴儿，青少年，老人。
为什么婴儿一出生就大哭？	因为他看到护士阿姨很漂亮，又想到自己的…太小
太阳爸爸和太阳妈妈生了个太阳儿子，我们应该说什么祝贺辞恭喜他们？	生“日”快乐
小明家的鸽子在小刚家的阳台上下了个蛋，请问这个鸽子是谁的？	鸽子自己的
什么时候脚印比自己的脚小很多？	穿高跟鞋的时候
为什么大象只有一只右耳朵？	每只大象都有一只右耳朵
一个可怜的家伙因为想不开，从二十米高的塔上大头朝下跳了下来，在水泥地面上和大地剧烈的拥抱了……可是，他却没有被摔死，这是为什么？	在半空中吓死了
